Data_Stream,Device,Latency_ms,Throughput_Mbps,Bandwidth_MHz,Jitter_ms,Packet_Loss_%,Sensory_Accuracy_%,QoE_Score
Motion,Teslasuit,20.957997093834944,124.11785904453315,325.80374112199223,7.064550084430042,4.602679425512774,82.13641985927981,3.732264022430341
Audio,Teslasuit,17.92575462443368,198.5967791921739,708.4236592472928,8.621985019860574,0.06001513636341271,84.77690320807214,3.774384388943127
Audio,Teslasuit,18.333865420519555,390.53817755988575,735.9668828908386,3.918964396163662,2.7640743785917454,98.98562343511968,4.047571350038902
Audio,Oculus Quest Camera,15.512348797245947,283.7236367767718,649.0066753715371,7.08835374568544,3.70331790533313,86.10199373639053,4.148655750074754
Video,Oculus Quest Camera,6.894193533636285,142.19657336782063,381.6166547922834,6.348176445777375,2.425089937620206,83.37718578734071,4.434758636798281
Audio,AT2020,5.804327063003622,445.0235351684184,343.98662838765915,6.428351081106523,0.4270151508136083,89.21345583309986,3.6116426276577736
Video,GoPro HERO,49.44750753812142,445.81183472818816,637.9014544324328,7.142792135839494,4.862306950139511,86.14175486720498,4.255537641856167
Audio,Teslasuit,24.249791018113804,441.76029127070314,879.4860702505224,6.178232558161887,2.5900521568804895,80.70318500542388,3.7739376953796517
Motion,HaptX Gloves,22.294699122185676,157.4582951216927,952.060356031056,4.861561323723993,3.070931221595057,86.46290434558834,4.360962762547613
Motion,GoPro HERO,35.58412772118814,253.05770488144464,195.31522396338187,3.4833042494249216,1.1830489135375366,90.88217247878937,4.456106918391775
Haptic,HaptX Gloves,14.821424953927888,493.2453452633938,239.34575133794786,7.917231978218818,2.417490425534019,91.03424744039934,4.335063884829281
Motion,GoPro HERO,47.74825327776014,397.4056143394957,950.2626329047716,3.036451870028676,2.1457474597916093,87.13117842353778,4.607443265717461
Haptic,AT2020,40.38552564869984,62.22533955150192,762.8817055013133,7.231188755389727,0.3744792100099187,88.94605512505201,4.003413866361352
Motion,Teslasuit,9.023495104051678,79.34206606722142,894.6944423467958,3.09999540384394,0.5308017677373361,99.31035836469533,4.647659887449697
Video,Teslasuit,23.791134910321777,258.7691195655498,282.3693707218089,6.627971529590085,4.1873625980938725,87.54696954460623,4.14915062256229
Motion,AMBEO,44.560323840297414,459.1490926377021,628.8272839984617,7.723704404161261,1.1990997610329512,85.16453626519966,4.226276747483896
Haptic,HaptX Gloves,47.51294100311346,292.4158090787214,731.0256349757262,2.968425000158853,0.9747913574931527,84.8693408813352,4.472153190891607
Haptic,GoPro HERO,26.033068006244136,274.0156286154306,712.1006969022753,1.5394897077517746,2.5245572562506964,89.15529225408268,3.527537575998836
Audio,GoPro HERO,32.60351251448185,97.46316498048375,467.3365217800283,2.178763686947567,3.843735656812565,95.19040297433888,4.4809913321303725
Video,Leap Motion,12.516527574143385,345.5510471259323,113.85540252217763,6.453972705439229,0.3097325928949396,84.11976368376946,4.427877723608173
Motion,Leap Motion,49.60258817616394,419.9464222701015,624.6334511238368,8.64501765603162,2.884039598191279,94.18592254281536,3.9647706751299197
Audio,Oculus Quest Camera,15.425226562254952,221.18900337840304,327.79138526164786,1.4049713911188193,0.5960522142028668,80.42299646698832,3.628691427349234
Motion,AMBEO,47.422929836080655,399.02533291639736,505.2288215286013,7.6073613313748165,0.1823052541280923,88.37865955967892,3.6364031748695615
Motion,Kinect,34.23409920465658,484.0144942553652,961.8229135754356,4.071867813550469,0.26371976081108695,95.51730130405574,4.884835620477843
Audio,Leap Motion,32.34815576954866,141.6949066074601,459.13178587819124,5.306755329275703,4.170820541042207,86.77465911548863,4.533918981838756
Audio,Kinect,28.070982995742888,285.4983340376336,855.821445997984,9.35973594861009,0.5898624181403078,91.274742028908,3.6906539206561106
Audio,Oculus Quest Camera,15.380141527299141,179.212081138059,269.68654517432606,3.987743542622609,0.22575682206145975,84.09958465651822,4.03508475396336
Audio,Oculus Quest Camera,12.943761440247872,406.7844885652277,705.2144482225259,5.188032405455375,2.1894994357145614,94.83990782252344,4.388724490852395
Audio,Oculus Quest Camera,14.92187940815789,309.9170146465209,979.3062589950491,1.12314173284613,4.2199673597101235,81.04558206537519,4.753357557635973
Motion,HaptX Gloves,13.389721796491454,335.5620878976367,191.7037907856431,1.7343884800435454,1.3120418824465097,97.05085289751001,3.5654913930695127
Audio,HaptX Gloves,40.081301310503896,409.06137182715236,107.48794800447281,3.327324320213056,2.108563087629582,83.96392772843336,3.8549496972050132
Video,AT2020,20.755636662502855,228.18671269810469,490.2245133693529,1.2506701673896696,0.19961266281875611,97.48796063416661,4.83462348544307
Haptic,AT2020,7.6029204453528365,461.79053078316946,183.36293474623048,6.682377934434259,2.2453925706743796,87.05058482601035,3.5137483252757247
Audio,Oculus Quest Camera,48.60961835633651,289.862990260763,773.5459147086082,4.837585211214603,2.8880654031856685,94.45367148948974,3.8020986541908313
Audio,AMBEO,44.77036482335416,121.07967027590661,923.093797463703,5.933306824552198,2.854535268760724,86.38450595572377,4.938536263959449
Motion,GoPro HERO,46.74885274378458,363.1546031759611,490.61887543788293,2.571824673066966,1.662133460871826,98.11823342469296,4.420102769783257
Audio,HaptX Gloves,49.77085201908959,406.9676076972145,332.84047793989686,3.6633882649295453,1.5776659033156775,82.53274251036748,3.8925070499562597
Audio,AMBEO,12.825286214876929,192.542754680387,490.9629871059488,6.974420273674526,0.5331180946829894,83.57039578545198,3.6004866415937715
Audio,Teslasuit,22.830890850619642,435.73066564943883,751.1030360650009,9.687724512673599,1.833991603231342,89.86060250317604,3.542287010670833
Motion,HaptX Gloves,39.12073140668411,457.7644646445949,108.14874542233389,1.4537509624198828,0.49747334436482327,81.63876878076292,3.867117619455391
Audio,HaptX Gloves,36.32092781242065,174.60701932001402,630.5085905362274,9.013458887697395,3.832979723560258,83.91960369403523,4.822228729383365
Haptic,AT2020,11.925315785293478,492.58466272184995,651.9625163986411,6.1919308118008765,4.831371488740929,98.87532764424029,4.123870481446264
Motion,GoPro HERO,41.712490624577796,113.32018762194129,673.919422206342,6.075276100800614,4.8503722833335345,99.52979322295775,4.58050005374899
Haptic,GoPro HERO,15.09982573264973,140.9070507811205,317.8198719827895,5.502506816869843,4.325355496876969,87.52518658660844,4.8774275530699365
Motion,Leap Motion,15.07179266701804,132.90117765711176,742.6474510403141,1.6245467731376504,3.0039607466980955,98.46572042027871,4.112060692404225
Audio,Kinect,29.16384903020361,452.2953695035417,182.25233769859875,1.808891665625446,3.5043284862193995,90.89649351346864,3.7869160565560955
Haptic,Kinect,31.682297067876643,344.43164854623285,279.3433028201207,6.4082080509317745,1.4260290134020703,85.39484931747535,4.275676896285379
Motion,Kinect,31.103879352701505,118.4469274500228,889.7230419890337,4.0686271429200245,3.1538521008631033,94.04797442161197,4.862125530589782
Video,Kinect,9.116907682898969,248.14553826575704,764.8508356539097,9.255412599199126,2.278247747199387,93.17803613149715,4.706561621206551
Audio,Teslasuit,44.48573881836712,326.8841112814109,112.37099861021073,4.65931483623525,2.4100866988846628,99.78250638217466,3.5987447650447306
Motion,Teslasuit,16.952001916491774,87.55883824522249,323.53863433282015,2.28953312832377,3.78888280187579,85.30094574818567,4.538859200116373
Video,HaptX Gloves,10.828171457726189,447.0873657833024,292.96583469384814,7.432469501518324,1.4095917779862583,93.4411900532347,4.35784628368843
Motion,Oculus Quest Camera,44.99366359410397,411.6215909486908,343.72569523327536,3.6401807929690886,1.5901980584725994,81.04047510058894,4.861194764519638
Video,AT2020,48.0043174203389,277.3430481094872,322.8037932518978,5.7292327662030385,4.623208955643183,82.27292077393439,3.683722125275446
Audio,AT2020,43.795742776945275,485.2069768666267,156.27366616856116,7.2804950695465305,0.2811214742548612,80.07836749902187,4.301054169806985
Haptic,Kinect,41.42822336261951,237.99244067379487,513.0464649371384,9.102377000818633,2.428171492066702,99.98921362119347,4.819194040267838
Video,HaptX Gloves,34.48588912875598,492.849643566424,759.4601273075486,8.129720753215086,4.564004002039309,96.04547394294956,4.115035680112614
Motion,Leap Motion,29.78858167741127,350.5639994616322,646.0585522456928,7.087249610854517,3.051815039090785,95.73446029467081,4.222992376599301
Audio,AMBEO,8.914404196013457,335.60207296427365,705.5845017382718,7.116698641556292,2.73203537106066,90.19452150576359,3.6056910165004377
Video,Oculus Quest Camera,23.380394588181442,124.67970288310325,173.03426068261524,9.513321796288778,1.248720896146776,86.0013416581088,3.9172154606733662
Motion,HaptX Gloves,21.77098326555413,446.8674912370898,956.3416391591085,3.662416877468824,1.7163774453222413,83.02528568925352,3.986759973753421
Motion,Oculus Quest Camera,16.688920269214677,242.3703595642768,854.6426504587223,1.0100088477656866,4.260242079023465,85.69349477692927,4.91768367311733
Motion,Oculus Quest Camera,37.553905115986325,123.0050326021157,824.5812866460965,3.4475910345837883,2.7960906588422905,87.51942443858279,3.9240010408117385
Video,Oculus Quest Camera,27.314408078544687,55.67338398909157,840.6854245375907,2.961022416640696,2.5737109687838995,95.12620193960588,4.191303102904478
Video,HaptX Gloves,8.647079715844157,301.89005763727215,939.4394573194852,6.956511266025983,0.4978985677001446,90.79323577806305,4.50695663534642
Video,Kinect,14.90824408774151,287.32982995520433,589.8285695023279,6.703404397889761,0.08014078227561561,81.54967253110965,3.743275058611816
Haptic,AT2020,35.74664436468181,373.70913006612136,280.2538160808633,6.341152444342514,4.818425943435246,80.36058017917824,4.229663580712812
Video,AT2020,8.425888677063508,450.61612385801095,655.105247067287,1.1461909888850834,1.8849308364342083,82.04664359068126,4.607808559213861
Video,Kinect,43.30431113219459,85.73296308936328,768.5933443011451,7.5590024900558275,3.0160653104975217,88.20997427394758,4.800282819540599
Video,Oculus Quest Camera,27.281593715628844,379.1734206531631,764.1256540186229,3.9117737123694236,0.39857536593642495,98.66385834098037,4.43938891199364
Haptic,AMBEO,26.62639597969916,134.335374843912,569.304121750192,6.98550390105968,3.415571428615233,92.74804962418443,4.503580272975421
Video,GoPro HERO,31.65835030967829,436.1796739207238,161.61284740022023,6.0092058565193796,4.662833543529804,96.0365179975103,3.6894252088768535
Motion,HaptX Gloves,42.110643466631714,418.57858123774525,434.00164458711504,4.084578328851165,2.8783262649870984,89.32749189009097,4.9186647458695205
Video,GoPro HERO,20.65141435559869,293.357189743495,928.6899476170216,2.2111864039369697,0.6305766118770528,87.23332166390085,3.6988611162267233
Motion,Leap Motion,35.510726865157864,369.6092593804902,626.0040187816834,1.8497700789443285,2.9086076373673837,82.16800745433245,4.6620094057726975
Motion,Kinect,30.4579383798106,191.4575509326868,584.498748930142,8.483664998010012,3.8317360655232617,97.5186604437241,3.897224482667478
Motion,AMBEO,17.01627215762396,262.0255545197666,341.96816294397416,9.265577878734021,2.0320826828700933,95.66320058055805,4.900389715551878
Haptic,HaptX Gloves,44.53834938598211,419.73660396971223,431.604027924921,6.848092420878697,4.3991887397073395,83.3623619519545,4.579939309054219
Haptic,Kinect,40.884170972311765,256.6693387279463,905.8114802378524,1.9309070337443504,3.2434147667868225,90.24521127752521,4.630720569467553
Haptic,Oculus Quest Camera,34.630332559629146,211.0092193964488,699.8167427741521,4.618244951994166,4.496244591446013,89.7474961584249,3.828588759589825
Video,AT2020,43.276177809240885,272.39560126263495,808.6483240770996,7.560452800946415,3.117526556236686,92.50183105373057,4.164559964952741
Motion,GoPro HERO,44.02823904319111,422.71216359674827,508.9108807608896,8.018387956090613,0.6564398600241211,98.92373787982523,4.426719791883929
Haptic,Teslasuit,36.876333952176566,200.84362131689272,667.2224975105421,2.0639676006197973,1.5484585555259456,91.59542883524959,4.654960427309901
Haptic,Teslasuit,42.66559977636524,128.1927169110847,323.5452478688868,1.0002764696084419,1.0089747412622847,90.80434533557238,3.6559390638685842
Video,AMBEO,36.38621577511776,370.40630914885134,734.9147472551376,7.409233412925445,4.544132488584312,81.00645865869328,4.943547974681793
Haptic,Oculus Quest Camera,35.606334729213515,421.6901957186368,484.8412003330036,4.209365583875851,3.8020003364374135,81.25814952036048,4.835331005831834
Video,Leap Motion,32.837512019683295,95.28686533559,498.290963333271,3.290331984564342,3.38199184455003,83.74693582653578,3.9055228857433764
Audio,GoPro HERO,38.872248780093855,157.9433507401751,684.3900921191935,1.116077228105729,1.5048315981581084,80.64941543383496,4.734140364548498
Haptic,Oculus Quest Camera,12.137229738188317,113.88739539244725,942.652559322034,5.8626946608534976,0.9202238602510676,94.86705791140025,4.277485884559735
Audio,GoPro HERO,44.63918416395178,206.573635211975,157.60571194775883,8.660356618833836,3.782255439944559,94.46660607987926,4.192709722343028
Video,AMBEO,44.23295874853544,252.65794050743568,842.2689136123068,9.61868481645329,2.3707897293953986,82.72112468863286,3.971651158717108
Motion,AMBEO,6.316127736555162,386.9718516334879,363.14479937097383,6.091704555519603,1.1289477607531455,96.72157801590562,4.371452879947388
Haptic,Leap Motion,42.16175377541432,343.0164131967534,499.52750905574004,5.630151949659048,3.0831098908263757,83.09572069692224,4.594833676555396
Video,Teslasuit,10.799144036305034,329.41785536529403,119.72199589750807,1.76550746940317,0.20166926069225988,86.02351173994718,4.116399357444138
Motion,Oculus Quest Camera,20.080348441661386,208.5687259743445,370.9414700508817,5.939855213883398,1.6308512706412674,84.9795379832273,4.443828789512438
Motion,HaptX Gloves,38.45787153312235,428.65139888814196,552.3681183671174,4.419811710688552,2.3427849729556733,87.44614197146096,4.548969381732956
Audio,Teslasuit,12.23419532217387,262.07922532917405,150.55846961269512,6.464217527952193,0.7397916705470292,85.09327531779924,4.566682725522929
Video,Oculus Quest Camera,41.8085160853578,490.5972221068195,541.9861564448486,4.49853713088892,4.9232723879541975,89.77901852876904,3.5779491471967706
Motion,Teslasuit,42.446038008098384,335.36396223308157,934.3995659725846,3.1626921110533006,1.0454868229480714,88.14815762709371,4.7896217085276005
Haptic,HaptX Gloves,27.83604801923763,106.81913370402623,194.8538962970247,1.8546874770553885,0.6517656502163277,99.73138981558654,4.187379972147572
Haptic,AT2020,5.287364227257511,354.2799029339453,787.9966552679539,3.834266001300062,1.017674369434482,81.11852700256452,3.8936241225443218
Audio,AT2020,17.916715992871076,196.29680694426455,468.7039480383934,1.8698035085897704,3.8453056657986213,82.84362752774703,3.8626467612195223
Motion,Leap Motion,32.7617113269084,358.8472385087438,689.6563430719042,2.5920725574158556,2.127528296359214,81.05651787817204,4.224521169265926
Video,AT2020,49.153378011234054,81.33851667308258,334.2129381867064,9.886025427215912,2.82707969876269,92.51682389964752,4.830247309203439
Haptic,AT2020,33.43160871575007,128.69664672918174,243.54303628722246,4.996932012159568,0.10504578493180372,81.09018554827439,4.06752137252397
Motion,Kinect,16.691161147887193,435.08176650760385,244.41635284410378,5.786845898545149,0.17215654286657278,96.72879474752247,4.624588620175315
Motion,GoPro HERO,33.53025663948251,152.2308006605817,163.44275107883018,8.862566758634937,2.2291277491350807,90.23877261363856,3.645228096480828
Audio,Kinect,29.299342087213496,426.66850635932303,267.0820344111187,9.960120104416191,4.083276216008118,90.54015249163068,4.214085053226593
Haptic,Kinect,40.093042781801465,175.6742398044847,697.7974464900715,6.244430044102134,4.426194393537826,91.23189015424389,4.987529210589104
Haptic,Leap Motion,9.814128747213129,339.2968595264184,893.5215506591572,8.312264389397544,0.4335328379782011,83.41627412612422,4.655656704188505
Video,Kinect,39.24625561259126,362.36775807942394,832.7131170320456,3.9424692190300776,2.691815510505114,83.95380606228976,3.8157927326609196
Haptic,AT2020,29.356996040424963,280.6946389152738,716.6208788870357,3.7516956170256197,4.5661484313963525,86.37634645746009,4.252162210546866
Video,HaptX Gloves,48.33464017365476,187.38980451352907,199.3886770699924,4.6243334889510415,1.9398637719894318,91.86992831643703,3.8504371454728497
Haptic,Leap Motion,20.384247471740874,145.68996936699324,360.26870166635484,7.0525653640628425,4.147829157141843,84.2023555188043,4.114341390893764
Audio,Leap Motion,33.467985191027665,64.9352095530918,378.8261877902221,7.139725203295889,0.668478271997181,82.32663454266522,4.670126035602447
Haptic,AMBEO,46.94126474795078,186.77588055832572,324.96125175785915,3.837154911845057,4.676972448338994,99.40233772836865,4.656837222935605
Video,Leap Motion,9.612937759580566,343.9232557390774,563.5050937387508,2.198889317229658,3.757116587656513,80.43963629619246,3.8421505668535776
Video,AMBEO,47.1752819256403,472.2371683018172,581.9984333917052,6.691566308189577,4.706671963934508,96.05394810672044,4.88333497723229
Audio,Leap Motion,35.9548575035366,442.04201701837343,421.1973776539992,2.1549327596988808,3.3830861677625323,95.76070299150044,4.38885227414724
Haptic,GoPro HERO,8.052667659732736,394.72914944088615,418.4102428627924,6.206432574063971,1.8170196599971349,85.94428227690192,4.069886436443022
Haptic,AT2020,18.543360512606732,404.8013044639844,845.7000381154733,7.2407991525067805,4.690905862623612,82.71253232014627,4.252903371171291
Audio,Leap Motion,36.86774398903767,349.24320656419786,810.363563487717,7.305503467550064,1.3778338815458924,82.91257293410847,4.4076068801566155
Haptic,AT2020,8.030777066094727,167.12908590470136,377.0162485126711,7.78124899593637,1.6608626103086626,93.94863234474386,4.339835797768679
Haptic,AT2020,31.197670707932296,458.23776381762343,922.4095994859334,8.855734794090981,3.5040420900087015,92.85613182172347,4.229607553304267
Video,Teslasuit,20.564737562883053,351.8295403576253,957.5335153022554,5.499630927683096,3.8265814976269312,95.65491348502773,4.2573992061341
Haptic,Leap Motion,32.94119829953647,302.198283941198,394.0682878270367,7.572242705766141,4.647017419245769,98.74962344798209,3.764617865641829
Haptic,Oculus Quest Camera,7.058391521563078,99.94526114606649,418.9824539137494,6.57255461829253,1.0240120452810475,93.83854726533184,4.7190993564570185
Audio,Teslasuit,44.219156276856936,251.17499471289145,555.070738079763,2.6797594581791433,3.9899901760961196,83.11703073102888,4.312640479911523
Audio,Oculus Quest Camera,48.80700361298286,257.16122204086685,947.0087312803062,1.2312068038246735,3.6927302669848174,84.86885233530822,3.6966197925570548
Motion,AT2020,48.59950348785612,439.05362428520147,888.6874898280804,3.560872471092404,0.31897278126798934,96.84387461746229,4.649235652374167
Video,AT2020,38.734332428431614,295.99169908450483,192.31116632523083,4.9873033570385745,1.9361157060510348,84.18612151668417,4.898665967566027
Haptic,Teslasuit,10.85388080587844,221.18024703668434,453.4576689442746,6.553953499857907,1.413827285300493,81.45044633908962,4.920960348855443
Haptic,Teslasuit,39.12184381680601,489.5601478297967,598.0340707747946,8.649633974528848,1.522452121770152,94.06560108084501,4.0535265986167595
Motion,Oculus Quest Camera,6.106411240646068,99.82426699684206,552.8192252963861,2.766211450355491,4.914734397773504,88.05052710980284,3.703275310341131
